what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1367526021789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526027936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526079145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367526083559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367526086341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526091485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526158885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526159007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526160716
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367526162676
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1367526162831
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1367526162876
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1367526162944
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1367526162946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1367526165504
error,log,,,"ERROR [2013-05-02 17:22:49,662] (BaseComponentMultiPageEditorPart.java:getCompositeEditorInput:161) - Unable load metadata file for file 'classes/SampleDeployClass.cls'\n",1367526169763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526169835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526172676
error,log,,,"ERROR [2013-05-02 17:22:53,183] (BaseMultiPageEditorPart.java:run:117) - Unable to get describe object for project 'gitTest'\n",1367526173186
error,log,,,"Unable to get describe object for project 'gitTest'",1367526173198
opened,editor,com.salesforce.ide.ui.editors,24.0.0.201202291629,"com.salesforce.ide.ui.editors.apex",1367526173396
activated,editor,com.salesforce.ide.ui.editors,24.0.0.201202291629,"com.salesforce.ide.ui.editors.apex",1367526173527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526173725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526175862
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367526182129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526188298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526208710
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1367526209682
started,bundle,org.eclipse.ant.core,3.2.302.v20120110-1739,"org.eclipse.ant.core",1367526209830
started,bundle,org.eclipse.pde.build,3.7.0.v20111116-2009,"org.eclipse.pde.build",1367526210992
started,bundle,org.eclipse.equinox.p2.director.app,1.0.300.v20111126-0153,"org.eclipse.equinox.p2.director.app",1367526211029
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1367526211043
started,bundle,org.eclipse.emf.ant,2.7.0.v20120130-0943,"org.eclipse.emf.ant",1367526211053
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1367526211068
opened,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526211680
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526211840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526218912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526431745
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367526434164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1367526438596
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1367526458191
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526459573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367526477926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526480437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526513886
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367526515379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1367526518035
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526557997
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1367526564337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526567955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526595039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526595169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526596758
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526596993
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1367526596993
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367526599544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1367526601310
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526618129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526653631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526717855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526730612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526737807
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1367526753670
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367526767710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1367526769719
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526772103
activated,editor,com.salesforce.ide.ui.editors,24.0.0.201202291629,"com.salesforce.ide.ui.editors.apex",1367526772258
closed,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526772258
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367526772978
closed,editor,com.salesforce.ide.ui.editors,24.0.0.201202291629,"com.salesforce.ide.ui.editors.apex",1367526772978
opened,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526774593
activated,editor,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui.internal.editor.AntEditor",1367526774649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526787009
started,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1367526796726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367526802944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367526830769
